Número documento GEDO;Dependencia receptora;Orden de compra;N° Contratación / Licitación;Resolución Aprobatoria;Expediente;Entidad Proveedora;Cuit Proveedor;Remito n°;Fecha de remito;Fecha de recepción;Renglon;Cantidad;Detalle;Unidad;Observaciones
ACTA-2022-05354792-APN-SGA#MS;Dirección de Control de Enfermedades Inmunoprevenibles;APO_DCEI - APO_21_13205;-;-;;GLAXO SMITHKLINE BIOLOGICALS SA;;2031197541;;02/11/2021;1;200000;ROTAVIRUS. PRES.: JERINGA PRELLENADA = 1 DOSIS;DOSIS;TOTAL
ACTA-2022-05358900-APN-SGA#MS;DIRECCIÓN DE SALUD PERINATAL Y NIÑEZ;80_1201_OC21;80-0036-LPU21;ACTO-2021-107247904-APN-JGM;EX-2021-58481600-APN-DCYC#MS;"MAFRALAC ALIMENTICIA S.R.L.
";30707280936;100025045;;16/12/2021;5;9458;"LECHE EN POLVO ENTERA INSTANTÁNEA FORTIFICADA CON HIERRO, ZINC Y VITAMINA C. LIBRE DE GLUTEN. NOMBRE COMERCIAL: FRANZ. COMPOSICIÓN: LECHE ENTERA, EMULSIONANTE (LECITINA DE SOJA), ÁCIDO ASCÓRBICO, SULFATO FERROSO Y SULFATO DE ZINC
";KG.;"SEGUNDA ENTREGA ; DESTINO: TUCUMÁN ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-05360976-APN-SGA#MS;Dirección de Salud Perinatal y Niñez;NO_2022_02847259_APN_DGA#MS;-;-;EX-2021-120765771-APN-DD#MS;TECNOSALUD SA;30677701133;100094599;;13/01/2022;1;2;IMPLANTES COCLEARES NUCLEUS FREEDOM CON 22 ELECTRODOS Y PROCESADOR DEL HABLA CP910, PARA AMBOS OÍDOS;UNID.;"RTOS 1-94599/618/631/632 ; LUGAR DE ENTREGA: BANCO DE DROGAS ESPECIALES, R.CARRILLO 489, CABA ; CUMPLIMIENTO: TOTAL - DENTRO"
ACTA-2022-05361628-APN-SGA#MS;Subsecretaría de Medicamentos e Información Estratégica;NO_2022_03928522_APN_DGA#MS;-;-;EX-2021-119948099-APN-DD#MS;PFIZER SRL;30503518518;2600230045;;14/01/2022;1;2;PALBOCICLIB 125 MG (IBRANCE);ENVASE;"LUGAR DE ENTREGA: BANCO DE DROGAS ESPECIALES, R.CARRILLO 489, CABA ; CUMPLIMIENTO: TOTAL - DENTRO"
ACTA-2022-05361947-APN-SGA#MS;Subsecretaría de Medicamentos e Información Estratégica;NO_2022_03929262_APN_DGA#MS;-;-;EX-2021-119948099-APN-DD#MS;DNM FARMA SA;30710138474;300151190;;14/01/2022;1;2;GOSERELINA 3,6 MG (ZOLADEX);AMPOLLA;"LUGAR DE ENTREGA: BANCO DE DROGAS ESPECIALES, R.CARRILLO 489, CABA ; CUMPLIMIENTO: TOTAL - DENTRO"
ACTA-2022-05362334-APN-SGA#MS;Subsecretaría de Medicamentos e Información Estratégica;NO_2022_03927752_APN_DGA#MS;-;-;EX-2021-119948099-APN-DD#MS;GP PHARM SA;30709694223;1100004572;;18/01/2022;1;2;LETROZOL 2,5 MG. (LETROFARM). ENVASE x 30 COMP. REC.;ENVASE;"LUGAR DE ENTREGA: BANCO DE DROGAS ESPECIALES, R.CARRILLO 489, CABA ; CUMPLIMIENTO: TOTAL - DENTRO"
ACTA-2022-05369730-APN-SGA#MS;Dirección Nacional de Emergencias Sanitarias;80_1189_OC21;80-0007-LPR21;DI-2021-102181210-APN-DGA#MS;EX-2021-23727993-APN-DCYC#MS;HOLLEN AG LTDA SRL;30708689994;300001401;;07/01/2022;1;1500;"ANESTESICOS GENERALES; DROGA GENERICA: KETAMINA 5%, FORMA FARMACEUTICA: SOLUCION, PRESENTACION: FRASCO/AMPOLLA x 50 ML.";AMP.;CUMPLIMIENTO: PARCIAL - FUERA
ACTA-2022-05408384-APN-SGA#MS;DIRECCIÓN NACIONAL DE EMERGENCIAS SANITARIAS;80_1189_OC21;80-0007-LPR21;DI-2021-102181210-APN-DGA#MS;EX-2021-23727993-APN-DCYC#MS;HOLLEN AG LTDA SRL;30708689994;300001402;;07/01/2022;4;504;"TRANQUILIZANTES, DROGA GENERICA: CLORHIDRATO DEXILACINA, FORMA FARMACEUTICA: SOLUCION, PRESENTACION: AMPOLLA X 20 ML	";AMP.;
ACTA-2022-05408384-APN-SGA#MS;DIRECCIÓN NACIONAL DE EMERGENCIAS SANITARIAS;80_1189_OC21;80-0007-LPR21;DI-2021-102181210-APN-DGA#MS;EX-2021-23727993-APN-DCYC#MS;HOLLEN AG LTDA SRL;30708689994;300001402;;07/01/2022;5;336;ANALGESICOS, DROGAGENERICA: TRAMADOL, FORMAFARMACEUTICA: FRASCO, PRESENTACION: 10 ML;FCO.;
ACTA-2022-05408384-APN-SGA#MS;DIRECCIÓN NACIONAL DE EMERGENCIAS SANITARIAS;80_1189_OC21;80-0007-LPR21;DI-2021-102181210-APN-DGA#MS;EX-2021-23727993-APN-DCYC#MS;HOLLEN AG LTDA SRL;30708689994;300001402;;07/01/2022;7;64;ANTIBIOTICOS VETERINARIOS, DROGA GENERICA: PENICILINA G +PROCAINICA, FORMA FARMACEUTICA: SOLUCION INYECTABLE, PRESENTACION: FCO AMPOLLA X20 ML;FCO. AMP.;
ACTA-2022-05408384-APN-SGA#MS;DIRECCIÓN NACIONAL DE EMERGENCIAS SANITARIAS;80_1189_OC21;80-0007-LPR21;DI-2021-102181210-APN-DGA#MS;EX-2021-23727993-APN-DCYC#MS;HOLLEN AG LTDA SRL;30708689994;300001402;;07/01/2022;10;84;"ANESTESICOS LOCALES; DROGA GENERICA: LIDOCAINA 2%S/EPINEFRINA, FORMA FARMACEUTICA: FRASCO AMPOLLA, PRESENTACION: ENVASE X 20 ML";FCO. AMP.;"LIDOCAINE x 100 ML. SE ENTREGA EL PRODUCTO EN FRASCOS DE 100 ML POR SU EQUIVALENTE ; CUMPLIMIENTO: PARCIAL - FUERA"
ACTA-2022-05762663-APN-SGA#MS;DIRECCIÓN NACIONAL DE EMERGENCIAS SANITARIAS;80_1223_OC21;80-0005-LPR21;DI-2021-117588476-APN-DNES#MS;EX-2021-19240777-APN-DCYC#MS;INSTRUMENTALIA SA;30702243374;100013724;;07/01/2022;3;140;"MANGOS DE BISTURI; TIPO: HOJA INTERCAMBIABLE, USO: DISECCION, NUMERO: 4, MATERIAL: ACERO INOXIDABLE";UN.;
ACTA-2022-05762663-APN-SGA#MS;DIRECCIÓN NACIONAL DE EMERGENCIAS SANITARIAS;80_1223_OC21;80-0005-LPR21;DI-2021-117588476-APN-DNES#MS;EX-2021-19240777-APN-DCYC#MS;INSTRUMENTALIA SA;30702243374;100013724;;07/01/2022;4;560;"PINZAS DE CIRUGIA; TIPO: BACKHAUS, MEDIDA: 9 Cm";UN.;
ACTA-2022-05762663-APN-SGA#MS;DIRECCIÓN NACIONAL DE EMERGENCIAS SANITARIAS;80_1223_OC21;80-0005-LPR21;DI-2021-117588476-APN-DNES#MS;EX-2021-19240777-APN-DCYC#MS;INSTRUMENTALIA SA;30702243374;100013724;;07/01/2022;6;140;"PINZAS DE CIRUGIA; TIPO: ADSON, MEDIDA: 12 Cm";UN.;
ACTA-2022-05762663-APN-SGA#MS;DIRECCIÓN NACIONAL DE EMERGENCIAS SANITARIAS;80_1223_OC21;80-0005-LPR21;DI-2021-117588476-APN-DNES#MS;EX-2021-19240777-APN-DCYC#MS;INSTRUMENTALIA SA;30702243374;100013724;;07/01/2022;11;140;"SEPARADORES DE CIRUGIA; TIPO: FARABEUF, TAMAÑO: 10 X 120 mm, MATERIAL: ACERO INOXIDABLE				";UN.;
ACTA-2022-05762663-APN-SGA#MS;DIRECCIÓN NACIONAL DE EMERGENCIAS SANITARIAS;80_1223_OC21;80-0005-LPR21;DI-2021-117588476-APN-DNES#MS;EX-2021-19240777-APN-DCYC#MS;INSTRUMENTALIA SA;30702243374;100013724;;07/01/2022;15;28;"ESTILETES; USO: QUIRURGICO, TAMAÑO: 12,5 Cm, MATERIAL: ACERO INOXIDABLE, TIPO PUNTA: OLIVAR";UN.;CUMPLIMIENTO: TOTAL - FUERA
ACTA-2022-05822364-APN-SGA#MS;DIRECCIÓN DE CONTROL DE ENFERMEDADES INMUNOPREVENIBLES;OC 21_21;COVID-19 08_2021;RS-2021-2512-APN-MS;EX-2021-76260838-APN-DCYC#MS;"EURO SWISS SA
";30708953896;300198558;;17/01/2022;1;100000;JERINGA DESCARTABLE PARA RECONSTITUCIÓN DE VACUNAS, DE 5ML CON AGUJA DE MEDIDA 22G X 1 ”, TRIPLE BISEL - PRESENTACIÓN: CAJAS O PACKS INDIVIDUALES MARCA: EUROMIX.;UN.;"PRIMERA ENTREGA ; CUMPLIMIENTO: PARCIAL - FUERA"
ACTA-2022-05866241-APN-SGA#MS;Dirección Nacional de Medicamentos y Tecnología Sanitaria;OC 10_21;COVID-19  9_2020;RS-2021-854-APN-MS;EX-2020-89162011-APN-DCYC#MS;LABORATORIOS FABRA SA;30534475795;200250511;;30/12/2021;2;500;FENTANILO 0.25 MG, MARCA: FABRA, CERTIFICADO ANMAT N°: 44.218, FORMA FARMACÉUTICA: AMPOLLA POR 5 ML;AMP.;"CUMPLIMIENTO PARCIAL ; DENTRO"
ACTA-2022-05866764-APN-SGA#MS;DIRECCIÓN NACIONAL DE MEDICAMENTOS Y TECNOLOGÍA SANITARIA;OC 10_21;COVID-19 9_2020;RS-2021-854-APN-MS;EX-2020-89162011-APN-DCYC#MS;LABORATORIOS FABRA SA;30534475795;200250512;;30/12/2021;2;3000;"FENTANILO 0.25 MG, MARCA: FABRA, CERTIFICADO ANMAT N°: 44.218, FORMA
FARMACÉUTICA: AMPOLLA POR 5 ML";AMP.;CUMPLIMIENTO: PARCIAL - DENTRO
ACTA-2022-05867614-APN-SGA#MS;DIRECCIÓN NACIONAL DE MEDICAMENTOS Y TECNOLOGÍA SANITARIA;OC 10_21;COVID-19 9_2020;RS-2021-854-APN-MS;EX-2020-89162011-APN-DCYC#MS;LABORATORIOS FABRA SA;30534475795;200250513;;30/12/2021;2;1000;"FENTANILO 0.25 MG, MARCA: FABRA, CERTIFICADO ANMAT N°: 44.218, FORMA
FARMACÉUTICA: AMPOLLA POR 5 ML";AMP.;CUMPLIMIENTO: PARCIAL - DENTRO
ACTA-2022-05868950-APN-SGA#MS;DIRECCIÓN NACIONAL DE MEDICAMENTOS Y TECNOLOGÍA SANITARIA;OC 10_21;COVID-19 9_2020;RS-2021-854-APN-MS;EX-2020-89162011-APN-DCYC#MS;LABORATORIOS FABRA SA;30534475795;200250514;;30/12/2021;2;1600;"FENTANILO 0.25 MG, MARCA: FABRA, CERTIFICADO ANMAT N°: 44.218, FORMA
FARMACÉUTICA: AMPOLLA POR 5 ML";AMP.;CUMPLIMIENTO: PARCIAL - DENTRO
ACTA-2022-05870256-APN-SGA#MS;DIRECCIÓN NACIONAL DE MEDICAMENTOS Y TECNOLOGÍA SANITARIA;OC 10_21;COVID-19 9_2020;RS-2021-854-APN-MS;EX-2020-89162011-APN-DCYC#MS;LABORATORIOS FABRA SA;30534475795;200250516;;30/12/2021;2;4250;"FENTANILO 0.25 MG, MARCA: FABRA, CERTIFICADO ANMAT N°: 44.218, FORMA
FARMACÉUTICA: AMPOLLA POR 5 ML";AMP.;CUMPLIMIENTO: TOTAL - DENTRO
ACTA-2022-05888835-APN-SGA#MS;DIRECCIÓN DE SALUD PERINATAL Y NIÑEZ;80_1201_OC21;80-0036-LPU21;ACTO-2021-107247904-APN-JGM;EX-2021-58481600-APN-DCYC#MS;"MAFRALAC ALIMENTICIA S.R.L.
";30707280936;100024930;;06/12/2021;6;5886;"LECHE EN POLVO ENTERA INSTANTÁNEA FORTIFICADA CON HIERRO, ZINC Y VITAMINA C. LIBRE DE GLUTEN. NOMBRE COMERCIAL: FRANZ. COMPOSICIÓN: LECHE ENTERA, EMULSIONANTE (LECITINA DE SOJA), ÁCIDO ASCÓRBICO, SULFATO FERROSO Y SULFATO DE ZINC
";KG.;"PRIMERA ENTREGA ; DESTINO: TIERRA DEL FUEGO ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-05888991-APN-SGA#MS;DIRECCIÓN DE SALUD PERINATAL Y NIÑEZ;80_1201_OC21;80-0036-LPU21;ACTO-2021-107247904-APN-JGM;EX-2021-58481600-APN-DCYC#MS;"MAFRALAC ALIMENTICIA S.R.L.
";30707280936;100024931;;03/12/2021;6;5886;"LECHE EN POLVO ENTERA INSTANTÁNEA FORTIFICADA CON HIERRO, ZINC Y VITAMINA C. LIBRE DE GLUTEN. NOMBRE COMERCIAL: FRANZ. COMPOSICIÓN: LECHE ENTERA, EMULSIONANTE (LECITINA DE SOJA), ÁCIDO ASCÓRBICO, SULFATO FERROSO Y SULFATO DE ZINC
";KG.;"SEGUNDA ENTREGA ; DESTINO: TIERRA DEL FUEGO ; CUMPLIMIENTO: TOTAL - DENTRO"
ACTA-2022-05889100-APN-SGA#MS;Dirección de Salud Perinatal y Niñez;80_1197_OC21;80-0036-LPU21;ACTO-2021-107247904-APN-JGM;EX-2021-58481600-APN-DCYC#MS;FABRICA DE ALIMENTOS SANTA CLARA SA;30710825196;100013840;;01/12/2021;1;15456;LECHE EN POLVO ENTERA INSTANTÁNEA FORTIFICADA CON VITAMINA C, HIERRO Y ZINC. NOMBRE COMERCIAL: SANTA CLARA. COMPOSICIÓN: LECHE ENTERA, ÁCIDO ASCÓRBICO, SULFATO FERROSO, SULFATO DE ZINC, LECITINA DE SOJA (EMULSIONANTE). PRES.: ENVASE x 1.000 GR.;KG.;"PRIMERA ENTREGA: 15.197 KG ; SEGUNDA ENTREGA: 259 KG ; DESTINO: REG. SANITARIA VIII ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-05889195-APN-SGA#MS;DIRECCIÓN DE SALUD PERINATAL Y NIÑEZ;80_1220_OC21;80-0040-LPU21;RS-2021-115790498-APN-SAS#MS;EX-2021-59953208-APN-DCYC#MS;SOLS SA;30713385006;400025984;;29/12/2021;1;90;RHOPHYLAC 300 / INMUNOGLOBULINA G ANTI D 300 MCG / 2ML;UN.;"DESTINO: LA PAMPA ; SEGUNDA ENTREGA ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-05889308-APN-SGA#MS;DIRECCIÓN DE SALUD PERINATAL Y NIÑEZ;80_1220_OC21;80-0040-LPU21;RS-2021-115790498-APN-SAS#MS;EX-2021-59953208-APN-DCYC#MS;SOLS SA;30713385006;400026003;;29/12/2021;1;437;RHOPHYLAC 300 / INMUNOGLOBULINA G ANTI D 300 MCG / 2ML;UN.;"DESTINO: CHACO ; SEGUNDA ENTREGA ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-05889446-APN-SGA#MS;DIRECCIÓN DE SALUD PERINATAL Y NIÑEZ;80_1220_OC21;80-0040-LPU21;RS-2021-115790498-APN-SAS#MS;EX-2021-59953208-APN-DCYC#MS;SOLS SA;30713385006;400025996;;30/12/2021;1;134;RHOPHYLAC 300 / INMUNOGLOBULINA G ANTI D 300 MCG / 2ML;UN.;"DESTINO: SAN LUIS ; SEGUNDA ENTREGA ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-05890219-APN-SGA#MS;DIRECCIÓN DE SALUD PERINATAL Y NIÑEZ;80_1220_OC21;80-0040-LPU21;RS-2021-115790498-APN-SAS#MS;EX-2021-59953208-APN-DCYC#MS;SOLS SA;30713385006;400025993;;29/12/2021;1;228;RHOPHYLAC 300 / INMUNOGLOBULINA G ANTI D 300 MCG / 2ML;UN.;"DESTINO: SAN JUAN ; SEGUNDA ENTREGA ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-05890599-APN-SGA#MS;DIRECCIÓN DE SALUD PERINATAL Y NIÑEZ;80_1220_OC21;80-0040-LPU21;RS-2021-115790498-APN-SAS#MS;EX-2021-59953208-APN-DCYC#MS;SOLS SA;30713385006;400026007;;28/12/2021;1;510;RHOPHYLAC 300 / INMUNOGLOBULINA G ANTI D 300 MCG / 2ML;UN.;"DESTINO: MENDOZA ; SEGUNDA ENTREGA ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-05890706-APN-SGA#MS;DIRECCIÓN DE SALUD PERINATAL Y NIÑEZ;80_1220_OC21;80-0040-LPU21;RS-2021-115790498-APN-SAS#MS;EX-2021-59953208-APN-DCYC#MS;SOLS SA;30713385006;400026005;;29/12/2021;1;775;RHOPHYLAC 300 / INMUNOGLOBULINA G ANTI D 300 MCG / 2ML;UN.;"DESTINO: SANTA FÉ ; SEGUNDA ENTREGA ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-05890782-APN-SGA#MS;DIRECCIÓN DE SALUD PERINATAL Y NIÑEZ;80_1220_OC21;80-0040-LPU21;RS-2021-115790498-APN-SAS#MS;EX-2021-59953208-APN-DCYC#MS;SOLS SA;30713385006;400025997;;30/12/2021;1;120;RHOPHYLAC 300 / INMUNOGLOBULINA G ANTI D 300 MCG / 2ML;UN.;"DESTINO: SANTA CRUZ ; SEGUNDA ENTREGA ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-05891576-APN-SGA#MS;DIRECCIÓN DE SALUD PERINATAL Y NIÑEZ;80_1220_OC21;80-0040-LPU21;RS-2021-115790498-APN-SAS#MS;EX-2021-59953208-APN-DCYC#MS;SOLS SA;30713385006;400025987;;30/12/2021;1;42;RHOPHYLAC 300 / INMUNOGLOBULINA G ANTI D 300 MCG / 2ML;UN.;"DESTINO: TIERRA DEL FUEGO ; SEGUNDA ENTREGA ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-05891652-APN-SGA#MS;DIRECCIÓN DE SALUD PERINATAL Y NIÑEZ;80_1220_OC21;80-0040-LPU21;RS-2021-115790498-APN-SAS#MS;EX-2021-59953208-APN-DCYC#MS;SOLS SA;30713385006;400026009;;30/12/2021;1;378;RHOPHYLAC 300 / INMUNOGLOBULINA G ANTI D 300 MCG / 2ML;UN.;"DESTINO: SANTIAGO DEL ESTERO ; SEGUNDA ENTREGA ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-05891714-APN-SGA#MS;DIRECCIÓN DE SALUD PERINATAL Y NIÑEZ;80_1220_OC21;80-0040-LPU21;RS-2021-115790498-APN-SAS#MS;EX-2021-59953208-APN-DCYC#MS;SOLS SA;30713385006;400026002;;29/12/2021;1;357;RHOPHYLAC 300 / INMUNOGLOBULINA G ANTI D 300 MCG / 2ML;UN.;"DESTINO: ENTRE RÍOS ; SEGUNDA ENTREGA ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-05891835-APN-SGA#MS;DIRECCIÓN DE SALUD PERINATAL Y NIÑEZ;80_1220_OC21;80-0040-LPU21;RS-2021-115790498-APN-SAS#MS;EX-2021-59953208-APN-DCYC#MS;SOLS SA;30713385006;400026115;;14/01/2022;1;780;RHOPHYLAC 300 / INMUNOGLOBULINA G ANTI D 300 MCG / 2ML;UN.;"DESTINO: CÓRDOBA ; SEGUNDA ENTREGA ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-05891900-APN-SGA#MS;DIRECCIÓN DE SALUD PERINATAL Y NIÑEZ;80_1220_OC21;80-0040-LPU21;RS-2021-115790498-APN-SAS#MS;EX-2021-59953208-APN-DCYC#MS;SOLS SA;30713385006;400025990;;30/12/2021;1;184;RHOPHYLAC 300 / INMUNOGLOBULINA G ANTI D 300 MCG / 2ML;UN.;"DESTINO: RÍO NEGRO ; SEGUNDA ENTREGA ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-05892036-APN-SGA#MS;Dirección de Control de Enfermedades Inmunoprevenibles;IF_2021_74762672_APN_MS;-;-;EX-2020-68337513-APN-SSGA#MS;PFIZER EXPORT BV;;124690374;;13/01/2022;1;602550;COVID-19 mRNA Vaccine BNT162b2. PRES.: Vial conteniendo 0.45 ml – 6 dosis por vial – 195 vial por estuche secundario.;DOSIS;"CONFORMIDAD: PV-2022-05752185-APN-SAS#MS ; SEGUNDA ENTREGA ; CUMPLIMIENTO: PARCIAL - FUERA"
ACTA-2022-06271278-APN-SGA#MS;Dirección de Salud Perinatal y Niñez;80_1197_OC21;80-0036-LPU21;ACTO-2021-107247904-APN-JGM;EX-2021-58481600-APN-DCYC#MS;FABRICA DE ALIMENTOS SANTA CLARA SA;30710825196;100013853;;30/11/2021;3;18816;LECHE EN POLVO ENTERA INSTANTÁNEA FORTIFICADA CON VITAMINA C, HIERRO Y ZINC. NOMBRE COMERCIAL: SANTA CLARA. COMPOSICIÓN: LECHE ENTERA, ÁCIDO ASCÓRBICO, SULFATO FERROSO, SULFATO DE ZINC, LECITINA DE SOJA (EMULSIONANTE). PRES.: ENVASE x 1.000 GR.;KG.;"PRIMERA ENTREGA ; DESTINO: MENDOZA ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-06272809-APN-SGA#MS;Dirección de Salud Perinatal y Niñez;80_1197_OC21;80-0036-LPU21;ACTO-2021-107247904-APN-JGM;EX-2021-58481600-APN-DCYC#MS;FABRICA DE ALIMENTOS SANTA CLARA SA;30710825196;100013855;;01/12/2021;2;14784;LECHE EN POLVO ENTERA INSTANTÁNEA FORTIFICADA CON VITAMINA C, HIERRO Y ZINC. NOMBRE COMERCIAL: SANTA CLARA. COMPOSICIÓN: LECHE ENTERA, ÁCIDO ASCÓRBICO, SULFATO FERROSO, SULFATO DE ZINC, LECITINA DE SOJA (EMULSIONANTE). PRES.: ENVASE x 1.000 GR.;KG.;"PRIMERA ENTREGA ; DESTINO: SANTA FÉ ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-06274381-APN-SGA#MS;Dirección de Salud Perinatal y Niñez;80_1197_OC21;80-0036-LPU21;ACTO-2021-107247904-APN-JGM;EX-2021-58481600-APN-DCYC#MS;FABRICA DE ALIMENTOS SANTA CLARA SA;30710825196;100013856;;01/12/2021;2;14784;LECHE EN POLVO ENTERA INSTANTÁNEA FORTIFICADA CON VITAMINA C, HIERRO Y ZINC. NOMBRE COMERCIAL: SANTA CLARA. COMPOSICIÓN: LECHE ENTERA, ÁCIDO ASCÓRBICO, SULFATO FERROSO, SULFATO DE ZINC, LECITINA DE SOJA (EMULSIONANTE). PRES.: ENVASE x 1.000 GR.;KG.;"PRIMERA ENTREGA ; DESTINO: SANTA FÉ ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-06274883-APN-SGA#MS;Dirección de Salud Perinatal y Niñez;80_1197_OC21;80-0036-LPU21;ACTO-2021-107247904-APN-JGM;EX-2021-58481600-APN-DCYC#MS;FABRICA DE ALIMENTOS SANTA CLARA SA;30710825196;100013858;;01/12/2021;3;8736;LECHE EN POLVO ENTERA INSTANTÁNEA FORTIFICADA CON VITAMINA C, HIERRO Y ZINC. NOMBRE COMERCIAL: SANTA CLARA. COMPOSICIÓN: LECHE ENTERA, ÁCIDO ASCÓRBICO, SULFATO FERROSO, SULFATO DE ZINC, LECITINA DE SOJA (EMULSIONANTE). PRES.: ENVASE x 1.000 GR.;KG.;"PRIMERA ENTREGA: 8.726 KG ; SEGUNDA ENTREGA: 10 KG ; DESTINO: SAN JUAN ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-06275847-APN-SGA#MS;Dirección de Salud Perinatal y Niñez;80_1197_OC21;80-0036-LPU21;ACTO-2021-107247904-APN-JGM;EX-2021-58481600-APN-DCYC#MS;FABRICA DE ALIMENTOS SANTA CLARA SA;30710825196;100013862;;01/12/2021;3;4032;LECHE EN POLVO ENTERA INSTANTÁNEA FORTIFICADA CON VITAMINA C, HIERRO Y ZINC. NOMBRE COMERCIAL: SANTA CLARA. COMPOSICIÓN: LECHE ENTERA, ÁCIDO ASCÓRBICO, SULFATO FERROSO, SULFATO DE ZINC, LECITINA DE SOJA (EMULSIONANTE). PRES.: ENVASE x 1.000 GR.;KG.;"PRIMERA ENTREGA: 3.881 KG ; SEGUNDA ENTREGA: 151 KG ; DESTINO: LA RIOJA ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-06276316-APN-SGA#MS;Dirección de Salud Perinatal y Niñez;80_1197_OC21;80-0036-LPU21;ACTO-2021-107247904-APN-JGM;EX-2021-58481600-APN-DCYC#MS;FABRICA DE ALIMENTOS SANTA CLARA SA;30710825196;100013863;;02/12/2021;3;4704;LECHE EN POLVO ENTERA INSTANTÁNEA FORTIFICADA CON VITAMINA C, HIERRO Y ZINC. NOMBRE COMERCIAL: SANTA CLARA. COMPOSICIÓN: LECHE ENTERA, ÁCIDO ASCÓRBICO, SULFATO FERROSO, SULFATO DE ZINC, LECITINA DE SOJA (EMULSIONANTE). PRES.: ENVASE x 1.000 GR.;KG.;"PRIMERA ENTREGA: 4.449 KG ; SEGUNDA ENTREGA: 255 KG ; DESTINO: SAN LUIS ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-06276611-APN-SGA#MS;Dirección de Salud Perinatal y Niñez;80_1197_OC21;80-0036-LPU21;ACTO-2021-107247904-APN-JGM;EX-2021-58481600-APN-DCYC#MS;FABRICA DE ALIMENTOS SANTA CLARA SA;30710825196;100013884;;03/12/2021;1;7591;LECHE EN POLVO ENTERA INSTANTÁNEA FORTIFICADA CON VITAMINA C, HIERRO Y ZINC. NOMBRE COMERCIAL: SANTA CLARA. COMPOSICIÓN: LECHE ENTERA, ÁCIDO ASCÓRBICO, SULFATO FERROSO, SULFATO DE ZINC, LECITINA DE SOJA (EMULSIONANTE). PRES.: ENVASE x 1.000 GR.;KG.;"PRIMERA ENTREGA: 7.491 KG ; SEGUNDA ENTREGA: 100 KG ; DESTINO: REG. SANITARIA IV ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-06277263-APN-SGA#MS;Dirección de Salud Perinatal y Niñez;80_1197_OC21;80-0036-LPU21;ACTO-2021-107247904-APN-JGM;EX-2021-58481600-APN-DCYC#MS;FABRICA DE ALIMENTOS SANTA CLARA SA;30710825196;100013888;;03/12/2021;1;7392;LECHE EN POLVO ENTERA INSTANTÁNEA FORTIFICADA CON VITAMINA C, HIERRO Y ZINC. NOMBRE COMERCIAL: SANTA CLARA. COMPOSICIÓN: LECHE ENTERA, ÁCIDO ASCÓRBICO, SULFATO FERROSO, SULFATO DE ZINC, LECITINA DE SOJA (EMULSIONANTE). PRES.: ENVASE x 1.000 GR.;KG.;"SEGUNDA ENTREGA ; DESTINO: REG. SANITARIA IV ; CUMPLIMIENTO: PARCIAL - DENTRO"
ACTA-2022-06277683-APN-SGA#MS;Dirección de Salud Perinatal y Niñez;80_1197_OC21;80-0036-LPU21;ACTO-2021-107247904-APN-JGM;EX-2021-58481600-APN-DCYC#MS;FABRICA DE ALIMENTOS SANTA CLARA SA;30710825196;100013887;;02/12/2021;1;12768;LECHE EN POLVO ENTERA INSTANTÁNEA FORTIFICADA CON VITAMINA C, HIERRO Y ZINC. NOMBRE COMERCIAL: SANTA CLARA. COMPOSICIÓN: LECHE ENTERA, ÁCIDO ASCÓRBICO, SULFATO FERROSO, SULFATO DE ZINC, LECITINA DE SOJA (EMULSIONANTE). PRES.: ENVASE x 1.000 GR.;KG.;"PRIMERA ENTREGA: 12.601 KG ; SEGUNDA ENTREGA: 167 KG ; DESTINO: C.A.B.A. ; CUMPLIMIENTO: PARCIAL - DENTRO"
