Número ;Fecha de creación ;Referencia;Usuario generador;Anio;Sector ;Cod repartición de origen;Repartición;Ministerio;Organismo;Usuario iniciador;Familia de documento;Tipo de documento;Tipo de documento GDE;Número especial;Número (número especial);Acrónimo;Sistema origen;Sistema Iniciador
ACTA-2022-08030737-APN-SGA#MS;26/01/2022 16:08;22_000505 - NAC - 80_0005_OCA21 - AUDISONIC SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08039881-APN-SGA#MS;26/01/2022 16:26;22_000506 - NAC - 80_0005_OCA21 - AUDISONIC SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08046549-APN-SGA#MS;26/01/2022 16:41;22_000507 - NAC - 80_0005_OCA21 - AUDISONIC SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08078392-APN-SGA#MS;26/01/2022 18:02;22_000508 - NAC - 80_1113_OC21 - BLUE STEEL SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08080151-APN-SGA#MS;26/01/2022 18:07;22_000509 - NAC - EX_2020_68337513_APN_SSGA#MS IF_2021_74762672_APN_MS - PFIZER EXPORT BV;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;DKASJAN;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08080270-APN-SGA#MS;26/01/2022 18:08;22_000510 - NAC - 80_1220_OC21 - SOLS SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;DKASJAN;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08080659-APN-SGA#MS;26/01/2022 18:09;22_000511 - INT - INLEG-2021-60897242-APN-SES#MS - COMPAÑÍA MULTIMODAL LOGÍSTICA SOCIEDAD ANÓNIMA (CML S.A.);CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08081056-APN-SGA#MS;26/01/2022 18:10;22_000512 - INT - INLEG_2021_60897242_APN_SES#MS - COMPAÑÍA MULTIMODAL LOGÍSTICA SOCIEDAD ANÓNIMA (CML S.A.);CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08081476-APN-SGA#MS;26/01/2022 18:11;22_000513 - INT - INLEG_2021_60897242_APN-SES#MS - COMPAÑÍA MULTIMODAL LOGÍSTICA SOCIEDAD ANÓNIMA (CML S.A.);CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08081687-APN-SGA#MS;26/01/2022 18:12;22_000514 - INT - INLEG_2021_112070400_APN_SES#MS - SAVANT PHARM SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08082186-APN-SGA#MS;26/01/2022 18:13;22_000515 - INT - INLEG_2021_112070400_APN_SES#MS - SAVANT PHARM SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08082472-APN-SGA#MS;26/01/2022 18:14;22_000516 - INT - INLEG_2021_112070400_APN_SES#MS - SAVANT PHARM SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08082630-APN-SGA#MS;26/01/2022 18:15;22_000517 - INT - INLEG_2021_112070400_APN_SES#MS - SAVANT PHARM SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08082950-APN-SGA#MS;26/01/2022 18:16;22_000518 - INT - INLEG_2021_112070400_APN_SES#MS - SAVANT PHARM SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08083152-APN-SGA#MS;26/01/2022 18:16;22_000519 - INT - INLEG_2021_112070400_APN_SES#MS - SAVANT PHARM SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08084343-APN-SGA#MS;26/01/2022 18:20;22_000520 - INT - INLEG_2021_112070400_APN_SES#MS - SAVANT PHARM SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08084572-APN-SGA#MS;26/01/2022 18:21;22_000521 - INT - INLEG_2021_112070400_APN_SES#MS - SAVANT PHARM SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08085141-APN-SGA#MS;26/01/2022 18:23;22_000522 - INT - INLEG_2021_112070400_APN_SES#MS - SAVANT PHARM SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08085638-APN-SGA#MS;26/01/2022 18:25;22_000523 - INT - INLEG_2021_112070400_APN_SES#MS - SAVANT PHARM SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08085922-APN-SGA#MS;26/01/2022 18:26;22_000524 - INT - INLEG_2021_112070400_APN_SES#MS - SAVANT PHARM SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08086219-APN-SGA#MS;26/01/2022 18:26;22_000525 - INT - INLEG_2021_112070400_APN_SES#MS - SAVANT PHARM SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08086687-APN-SGA#MS;26/01/2022 18:28;22_000526 - INT - INLEG_2021_60897242_APN_SES#MS - COMPAÑÍA MULTIMODAL LOGÍSTICA SOCIEDAD ANÓNIMA (CML S.A.);CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08087056-APN-SGA#MS;26/01/2022 18:29;22_000527 - INT - INLEG_2021_60897242_APN_SES#MS - COMPAÑÍA MULTIMODAL LOGÍSTICA SOCIEDAD ANÓNIMA (CML S.A.);CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08087730-APN-SGA#MS;26/01/2022 18:31;22_000528 - NAC - 80_1177_OC21 - LABORATORIOS RICHMOND SACIF;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08088035-APN-SGA#MS;26/01/2022 18:32;22_000529 - NAC - 80_1177_OC21 - LABORATORIOS RICHMOND SACIF;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08089338-APN-SGA#MS;26/01/2022 18:37;22_000530 - NAC - 80_1177_OC21 - LABORATORIOS RICHMOND SACIF;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08089615-APN-SGA#MS;26/01/2022 18:38;22_000531 - NAC - 80_1177_OC21 - LABORATORIOS RICHMOND SACIF;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08089927-APN-SGA#MS;26/01/2022 18:39;22_000532 - NAC - 80_1177_OC21 - LABORATORIOS RICHMOND SACIF;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08090224-APN-SGA#MS;26/01/2022 18:40;22_000533 - INT - INLEG_2021_43848741_APN_SES#MS - KLONAL S.R.L.;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08090319-APN-SGA#MS;26/01/2022 18:41;22_000534 - INT - INLEG_2021_110630923_APN_SES#MS - KLONAL S.R.L.;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08090417-APN-SGA#MS;26/01/2022 18:41;22_000535 - INT - INLEG_2021_110630923_APN_SES#MS - KLONAL S.R.L.;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08090590-APN-SGA#MS;26/01/2022 18:42;22_000536 - INT - INLEG_2021_60379024_APN_SES#MS - ANDREANI LOGÍSTICA S.A.;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08515201-APN-SGA#MS;27/01/2022 18:49;22_000537 - NAC - 80_1204_OC21 - REX ARGENTINA SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;DKASJAN;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08515455-APN-SGA#MS;27/01/2022 18:50;22_000538 - NAC - 80_1204_OC21 - REX ARGENTINA SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;DKASJAN;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08515853-APN-SGA#MS;27/01/2022 18:52;22_000539 - NAC - 80_1204_OC21 - REX ARGENTINA SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;DKASJAN;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08516075-APN-SGA#MS;27/01/2022 18:53;22_000540 - NAC - 80_1204_OC21 - REX ARGENTINA SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;DKASJAN;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08516291-APN-SGA#MS;27/01/2022 18:54;22_000541 - NAC - 80_1069_OC21 - IVAX ARGENTINA SOCIEDAD ANONIMA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08516432-APN-SGA#MS;27/01/2022 18:54;22_000542 - NAC - 80_1220_OC21 - SOLS SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;DKASJAN;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08518867-APN-SGA#MS;27/01/2022 19:04;22_000543 - NAC - 80_1456_CON20 - YPF SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;DKASJAN;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08519090-APN-SGA#MS;27/01/2022 19:05;22_000544 - NAC - 80_1556_CON20 - EMPRESA ARGENTINA DE SOLUCIONES SATELITALES SA AR-SAT;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;DKASJAN;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08520778-APN-SGA#MS;27/01/2022 19:12;22_000545 - NAC - 80_1556_CON20 - EMPRESA ARGENTINA DE SOLUCIONES SATELITALES SA AR-SAT;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;DKASJAN;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08520868-APN-SGA#MS;27/01/2022 19:13;22_000546 - NAC - 80_0005_OCA21 - AUDISONIC SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08522420-APN-SGA#MS;27/01/2022 19:20;22_000547 - NAC - 80_0005_OCA21 - AUDISONIC SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08522587-APN-SGA#MS;27/01/2022 19:21;22_000548 - NAC - 80_0005_OCA21 - AUDISONIC SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08522700-APN-SGA#MS;27/01/2022 19:21;22_000549 - NAC - 80_0005_OCA21 - AUDISONIC SA;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08522884-APN-SGA#MS;27/01/2022 19:22;22_000550 - NAC - 80_1139_OC21 - MATNA CONSTRUCCIONES S.A.;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08523025-APN-SGA#MS;27/01/2022 19:23;22_000551 - INT - OC 07_21 - VSA ALTA COMPLEJIDAD S.A.;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08523186-APN-SGA#MS;27/01/2022 19:24;22_000552 - INT - OC 07_21 - VSA ALTA COMPLEJIDAD S.A.;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08523304-APN-SGA#MS;27/01/2022 19:24;22_000553 - INT - OC 07_21 - VSA ALTA COMPLEJIDAD S.A.;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08523495-APN-SGA#MS;27/01/2022 19:25;22_000554 - INT - OC 07_21 - VSA ALTA COMPLEJIDAD S.A.;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08523605-APN-SGA#MS;27/01/2022 19:26;22_000555 - INT - OC 07_21 - VSA ALTA COMPLEJIDAD S.A.;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08524010-APN-SGA#MS;27/01/2022 19:28;22_000556 - INT - OC 07_21 - VSA ALTA COMPLEJIDAD S.A.;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08524212-APN-SGA#MS;27/01/2022 19:29;22_000557 - INT - OC 07_21 - VSA ALTA COMPLEJIDAD S.A.;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08524544-APN-SGA#MS;27/01/2022 19:30;22_000558 - INT - OC 07_21 - VSA ALTA COMPLEJIDAD S.A.;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08524756-APN-SGA#MS;27/01/2022 19:31;22_000559 - INT - OC 07_21 - VSA ALTA COMPLEJIDAD S.A.;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08524867-APN-SGA#MS;27/01/2022 19:32;22_000560 - INT - OC 07_21 - VSA ALTA COMPLEJIDAD S.A.;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08525129-APN-SGA#MS;27/01/2022 19:33;22_000561 - INT - OC 07_21 - VSA ALTA COMPLEJIDAD S.A.;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08525243-APN-SGA#MS;27/01/2022 19:33;22_000562 - INT - OC 07_21 - VSA ALTA COMPLEJIDAD S.A.;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08525386-APN-SGA#MS;27/01/2022 19:34;22_000563 - INT - OC 07_21 - VSA ALTA COMPLEJIDAD S.A.;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;MALIBERTINO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08525527-APN-SGA#MS;27/01/2022 19:35;22_000564 - INT - OC 07_21 - VSA ALTA COMPLEJIDAD S.A.;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;GGALEANO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08525633-APN-SGA#MS;27/01/2022 19:35;22_000565 - INT - OC 07_21 - VSA ALTA COMPLEJIDAD S.A.;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;GGALEANO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08525789-APN-SGA#MS;27/01/2022 19:36;22_000566 - INT - OC 07_21 - VSA ALTA COMPLEJIDAD S.A.;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;GGALEANO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08525869-APN-SGA#MS;27/01/2022 19:36;22_000567 - INT - OC 07_21 - VSA ALTA COMPLEJIDAD S.A.;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;GGALEANO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08526028-APN-SGA#MS;27/01/2022 19:37;22_000568 - INT - OC 07_21 - VSA ALTA COMPLEJIDAD S.A.;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;GGALEANO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08526168-APN-SGA#MS;27/01/2022 19:38;22_000569 - INT - OC 07_21 - VSA ALTA COMPLEJIDAD S.A.;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;GGALEANO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
ACTA-2022-08526291-APN-SGA#MS;27/01/2022 19:38;22_000570 - INT - OC 07_21 - VSA ALTA COMPLEJIDAD S.A.;CCAPRIOLI;2022;SGA#MS - CRD - Comisión de Recepción Definitiva;SGA#MS;Secretaría de gestión administrativa;Ministerio de salud;Secretaría de gestión administrativa;GGALEANO;Acta;Acta de recepción de bienes y servicios;ACTA;;;FOBYS;GEDO;GEDO
